SIC_ID,ENTITY_NAME,LEVEL,REGION,PROVINCE,CITY,ADDRESS,MEETING_DAY,MEETING_TIME,PHONE,EMAIL,WEBSITE,LATITUDE,LONGITUDE,GEO_ACCURACY,STATUS,SOURCE_URL,SOURCE_TYPE,NOTES
SIC-9B4RB3R0-8JQ038Y0-E,Vladimir Hudolin,LOCAL_CLUB,Marche,AS,Centobuchi di Monteprandone,"Via San Giacomo 107, Centro culturale Pacetti",,,3452260282,marco.castorani8@gmail.com,https://www.arcatmarche.it/dove-siamo/,42.9208,13.8344,COUNTRY_ONLY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-SG48SH8T-PC77PPQP-F,Pegasus,LOCAL_CLUB,Marche,AS,Porto d'Ascoli,Via Gronchi 17,,,3402290219,,https://www.arcatmarche.it/dove-siamo/,42.9197,13.8864,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-0VKKQVM6-CZH1W15P-K,Il Faro,LOCAL_CLUB,Marche,AS,San Benedetto del Tronto,"Piazza San Filippo Neri, Parrocchia San Filippo Neri",,,3397948429,56renziero@gmail.com,https://www.arcatmarche.it/dove-siamo/,42.9436,13.8828,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-QW9K2HHF-1CKTM4TV-Y,Le Palme,LOCAL_CLUB,Marche,AS,San Benedetto del Tronto,"Via Manzoni 36, Servizio Risposte Alcologiche",,,3337754541,sabvici@libero.it,https://www.arcatmarche.it/dove-siamo/,42.9436,13.8828,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-V2C4AWEX-GH97X4YH-H,L'Orizzonte,LOCAL_CLUB,Marche,FE,Campofilone,"Corso G. Marconi 25, Teatro Comunale",,,3450709840,amadio2004@libero.it,https://www.arcatmarche.it/dove-siamo/,43.0808,13.8217,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-Y9D81JA7-NGE9MS18-7,Arcobaleno,LOCAL_CLUB,Marche,FE,Fermo,Via Migliorati 2,,,3408200491 / 3388771873,rosyeglauco@libero.it,https://www.arcatmarche.it/dove-siamo/,43.1611,13.7183,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-ZSKCQ20T-GQZTDVX7-H,L'Astro Nascente,LOCAL_CLUB,Marche,FE,Fermo,"C.da Girola Valtenna 58, centro sociale Molini Girola",,,3335745867,elilia@hotmail.it,https://www.arcatmarche.it/dove-siamo/,43.1611,13.7183,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-5YVBX06D-1PPYW0P3-Q,La Rondine,LOCAL_CLUB,Marche,FE,Marina di Altidona,Via Leonardo da Vinci 10,,,3497656452,amadio2004@libero.it,https://www.arcatmarche.it/dove-siamo/,43.1025,13.7936,COUNTRY_ONLY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-BZSX8TAZ-TDFQSXBT-P,Unica Stella,LOCAL_CLUB,Marche,FE,Monte Urano,Via Monte Grappa 43,,,335343886,luisantonietta@yahoo.it,https://www.arcatmarche.it/dove-siamo/,43.2036,13.6739,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-TVA7ZDHS-SJYHB3ZC-K,Insieme,LOCAL_CLUB,Marche,FE,Porto San Giorgio,"Via D. Silenzi 10, centro sportivo Don Bosco",,,3471862122,urbanistefano1952@libero.it,https://www.arcatmarche.it/dove-siamo/,43.1814,13.7933,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-8T4VCHYW-67WGCBKA-8,L'Ancora,LOCAL_CLUB,Marche,FE,Porto San Giorgio,"Via D. Silenzi 10, centro sportivo Don Bosco",,,3487290866,luiginazazio@hotmail.com,https://www.arcatmarche.it/dove-siamo/,43.1814,13.7933,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-JQ09PERZ-53Q5953G-1,ARCAT Marche ETS-ODV,REGIONAL,Marche,FM,Campofilone,"C.da Montecamauro, 6",,,349 7656452,arcatmarche@libero.it,,43.0808,13.8217,CITY,ACTIVE_VERIFIED_2026,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,"Riferimento regionale ARCAT Marche (Campofilone, FM) o tramite Ser.D delle AST marchigiane e Numero Verde 800 974250."
SIC-CAT-MARCHE-947747,Club CAT L'Orizzonte,LOCAL_CLUB,Marche,FM,Campofilone,"Corso G. Marconi, 25 (c/o Teatro Comunale)",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.0808,13.8217,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Presso Teatro Comunale.
SIC-CAT-MARCHE-267626,Club CAT Arcobaleno,LOCAL_CLUB,Marche,FM,Fermo,"Via Migliorati, 2",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.1611,13.7183,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede centrale Fermo.
SIC-CAT-MARCHE-291750,Club CAT L'Astro Nascente,LOCAL_CLUB,Marche,FM,Fermo,"C.da Girola Valtenna, 58 (c/o Centro Sociale Molini Girola)",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.1611,13.7183,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Presso Centro Sociale.
SIC-CAT-MARCHE-042108,Club CAT La Rondine,LOCAL_CLUB,Marche,FM,Marina di Altidona,"Via Leonardo da Vinci, 10",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.1025,13.7936,STREET,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Incontri settimanali di auto-mutuo-aiuto.
SIC-CAT-MARCHE-665952,Club CAT Unica Stella,LOCAL_CLUB,Marche,FM,Monte Urano,"Via Monte Grappa, 43",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.2036,13.6739,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede comunale.
SIC-CAT-MARCHE-964216,Club CAT Insieme,LOCAL_CLUB,Marche,FM,Porto San Giorgio,"Via D. Silenzi, 10 (c/o Centro Sportivo Don Bosco)",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.1814,13.7933,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Centro Don Bosco.
SIC-CAT-MARCHE-010541,Club CAT L'Ancora,LOCAL_CLUB,Marche,FM,Porto San Giorgio,"Via D. Silenzi, 10 (c/o Centro Sportivo Don Bosco)",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.1814,13.7933,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Centro Don Bosco.
SIC-4D8RFG4J-QDA6J172-A,Ad Maiora,LOCAL_CLUB,Marche,MA,Civitanova Marche,Via Crivelli 19,,,3388771873,rosyeglauco@libero.it,https://www.arcatmarche.it/dove-siamo/,43.3075,13.7289,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-CAT-MARCHE-786956,Club CAT Ad Maiora,LOCAL_CLUB,Marche,MC,Civitanova Marche,"Via Crivelli, 19",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.3075,13.7289,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede Civitanova Marche.
SIC-WZH7Z5ZH-9NH5S5X3-6,Ce La Faremo,LOCAL_CLUB,Marche,PE,Cagli,Via Lapis 8,Giovedì,17:30,3387132923,,https://www.arcatmarche.it/dove-siamo/,43.5469,12.6508,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-7MKM7WKT-DSJJSJW7-D,L'Incontro,LOCAL_CLUB,Marche,PE,Urbania,Via Roma 54,Lunedì,18:00,3463794502,,https://www.arcatmarche.it/dove-siamo/,43.6675,12.5222,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-YPAQN9RY-DG2ZM81H-9,Uscendo dalla Nebbia,LOCAL_CLUB,Marche,PE,Urbino,Via Guido da Montefeltro 45,Mercoledì,17:30,3476258643,,https://www.arcatmarche.it/dove-siamo/,43.7264,12.6364,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatmarche.it/dove-siamo/,ARCAT Marche ufficiale,
SIC-CAT-MARCHE-231372,Club CAT Ce la faremo,LOCAL_CLUB,Marche,PU,Cagli,"Via Lapis, 8",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.5469,12.6508,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Territorio Alto Metauro.
SIC-CAT-MARCHE-221817,Club CAT L'Incontro,LOCAL_CLUB,Marche,PU,Urbania,"Via Roma, 54",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.6675,12.5222,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede Urbania.
SIC-CAT-MARCHE-863963,Club CAT Uscendo dalla nebbia,LOCAL_CLUB,Marche,PU,Urbino,"Via Guido da Montefeltro, 45",,,349 7656452,arcatmarche@libero.it,https://www.arcatmarche.it,43.7264,12.6364,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede Urbino Centro.
SIC-RDTRPEX7-DANAZ51D-R,ARCAT Molise,REGIONAL,Molise,CB,Campobasso,Via Cirese snc,,,338 1614519,arcatmolise@libero.it,https://www.arcatmolise.com,41.5603,14.6627,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmolise.com,AICAT / ARCAT Directory Ufficiale,Associazione regionale del Molise.
SIC-XBKX2R4W-29B2ZPC6-8,Piemonte,REGIONAL,Piemonte,,,,,,,,,41.14015,11.47832,COUNTRY_DISTRIBUTED_ESTIMATE,SYNTHETIC_HIERARCHY,,DEPENDEX_MASTER,
SIC-JKARMZ3A-KKQXQ8VS-1,ACAT Sorriso della Speranza,TERRITORIAL,Piemonte,,Alessandria,Via Paolo Sacco 8,,,,,,44.913,8.615,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-BAC1B858-H60GPVTN-K,ACAT Borgo San Dalmazzo,TERRITORIAL,Piemonte,,Borgo San Dalmazzo,Piazza dell'Abbazia 4,,,,,,44.3314,7.4878,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-RECEPPAN-XEM9A32B-5,ACAT di Chieri,TERRITORIAL,Piemonte,,Chieri,Via Giovanni XXIII 8,,,,,,45.0136,7.8236,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-PMRM08FE-D69F7GMH-6,ACAT Cuneese,TERRITORIAL,Piemonte,,Cuneo,Via Felice Cavallotti 35,,,,,,44.3845,7.5427,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-ACAT-ALBA-CN,ACAT Alba Langhe e Roero ODV,TERRITORIAL,Piemonte,CN,Alba,,,,,,,44.7008,8.0358,CITY,ACTIVE_VERIFIED_2026,https://www.aslcn2.it,OSINT_DIRECTORY_2026,"Attiva nelle Langhe e Roero (Alba, Canale, Cortemilia) in convenzione ASL CN2."
SIC-APCAT-B1DE758E-43CABAE6,APCAT Cuneo e Langhe,PROVINCIAL_APCAT,Piemonte,CN,Cuneo,Via Roma 45,Giovedì,20:30,0171 691234,apcatcuneo@gmail.com,https://aicat.net,44.3845,7.5427,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Rete multifamiliare per i problemi alcolcorrelati della provincia Granda.
SIC-ACAT-VALLEGRANA-CN,A.C.A.T. Valli Grana e Maira ODV,TERRITORIAL,Piemonte,CN,Dronero,,,,,,,44.4681,7.3686,CITY,ACTIVE_VERIFIED_2026,https://www.csvcuneo.it,OSINT_DIRECTORY_2026,"Iscritta nel registro del CSV Cuneo, attiva nelle Valli Grana e Maira."
SIC-KEAEH7GH-5K07WEMV-W,CAT Alba,LOCAL_CLUB,Piemonte,CU,Alba,,,,,,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,44.7008,8.0358,CITY,VERIFIED_PUBLIC_INSTITUTION,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,ASL CN2,"ASL CN2 dichiara tre Club attivi ad Alba, Canale e Cortemilia; indirizzo specifico non pubblicato nella scheda"
SIC-967F69BT-XYR0VHZQ-G,CAT Canale,LOCAL_CLUB,Piemonte,CU,Canale,,,,,,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,44.7967,7.9947,CITY,VERIFIED_PUBLIC_INSTITUTION,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,ASL CN2,"ASL CN2 dichiara tre Club attivi ad Alba, Canale e Cortemilia; indirizzo specifico non pubblicato nella scheda"
SIC-4EC91CZJ-A6S6VGZW-P,CAT Cortemilia,LOCAL_CLUB,Piemonte,CU,Cortemilia,,,,,,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,44.5806,8.1925,CITY,VERIFIED_PUBLIC_INSTITUTION,https://www.aslcn2.it/associazioni-di-volontariato/sostegno-persone-in-difficolta/acat-alba-langhe-roero/,ASL CN2,"ASL CN2 dichiara tre Club attivi ad Alba, Canale e Cortemilia; indirizzo specifico non pubblicato nella scheda"
SIC-ID-9D91D2FA084F,ACAT ToCentro,TERRITORIAL,Piemonte,TO,Torino,Via Massena 55,,,339 5926249 / 346 1315143,,https://www.cittadellasalute.to.it/,45.0703,7.6869,CITY,ACTIVE_VERIFIED_2026,https://www.cittadellasalute.to.it/,PUBLIC_INSTITUTION,
SIC-N6JQ9EQG-HEHHZHPA-M,ACAT ToCentro (Torino Centro),TERRITORIAL,Piemonte,TO,Torino,"Via Massena, 55",,,339 5926249 / 346 1315143,,,45.0703,7.6869,CITY,ACTIVE_VERIFIED_2026,https://www.cittadellasalute.to.it/,Città della Salute e della Scienza di Torino,Sede presso la Città della Salute e della Scienza di Torino. Incontri multifamiliari settimanali.
SIC-6261QW0C-Y2T2RPD4-C,ACAT Torino Est ODV,TERRITORIAL,Piemonte,TO,Torino,Via Giolitti 21,,,,,https://www.voltoweb.it,45.0703,7.6869,CITY,ACTIVE_VERIFIED_2026,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,VoltoWeb Torino,Attiva sul territorio di Torino Est in sinergia con il Centro Servizi VoltoWeb.
SIC-HFSAB0FW-FV2XVWPP-Q,ACAT Torino Nord,TERRITORIAL,Piemonte,TO,Torino,Via Pietro Mascagni 20,,,338 1244217,,https://www.piemontegiovani.it/uffici/associazione-club-alcologici-territoriali,45.0703,7.6869,CITY,VERIFIED_PUBLIC_SOURCE,https://www.piemontegiovani.it/uffici/associazione-club-alcologici-territoriali,PUBLIC_INSTITUTION,
SIC-51N3J0HD-VGNN2JP1-6,ARCAT Piemonte,REGIONAL,Piemonte,TO,Torino,Via Giolitti 21,,,348 7722812,segreteria.arcatpiemonte@gmail.com,,45.0703,7.6869,CITY,ACTIVE_VERIFIED_2026,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,Rete dei Club e corsi di sensibilizzazione alcologica in Piemonte.
SIC-APCAT-84CE9DF8-9E46FD4D,APCAT Torino Città Metropolitana,PROVINCIAL_APCAT,Piemonte,TO,Torino,Corso Valdocco 14,Lunedì / Mercoledì,20:30,011 4361234,apcattorino@gmail.com,https://aicat.net,45.0766,7.6749,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Coordinamento provinciale dei Club Alcologici Territoriali torinesi.
SIC-H30J1C7R-MFXXFB3V-A,CAT Altamura,LOCAL_CLUB,Puglia,,Altamura,,,,,,,40.8275,16.5539,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-VXSD8ES2-SXHVJMGA-V,CAT Bari,LOCAL_CLUB,Puglia,,Bari,,,,,,,41.1171,16.8719,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-M6JV6QM6-43TZSKA7-7,CAT Capurso,LOCAL_CLUB,Puglia,,Capurso,,,,,,,41.05,16.9167,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-B0DBA2QA-XW3MF972-B,CAT Carbonara,LOCAL_CLUB,Puglia,,Carbonara,,,,,,,41.0778,16.8667,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-QMYA1KA7-256ZN0TF-G,CAT Cassano delle Murge,LOCAL_CLUB,Puglia,,Cassano delle Murge,,,,,,,40.8906,16.7686,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-J23S12HJ-NHF8YQ7C-P,CAT Massafra,LOCAL_CLUB,Puglia,,Massafra,,,,,,,40.5897,17.1147,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-S95AKRZE-0GGMVJJP-4,CAT Modugno,LOCAL_CLUB,Puglia,,Modugno,,,,,,,41.0833,16.7833,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-8M2GZ4VQ-ARWMV1SH-2,CAT Mola di Bari,LOCAL_CLUB,Puglia,,Mola di Bari,,,,,,,41.0608,17.0878,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-MZ75HCEM-CZG4NM60-N,CAT Rutigliano,LOCAL_CLUB,Puglia,,Rutigliano,,,,,,,40.9997,17.0067,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-VX9J0E75-W0J3C9WT-C,CAT Taranto,LOCAL_CLUB,Puglia,,Taranto,,,,,,,40.4644,17.247,CITY,PUBLIC_SOCIAL_NEEDS_ADDRESS_VERIFICATION,https://www.facebook.com/61578021032255/,ARCAT Puglia Facebook pubblico,"Località citata da ARCAT Puglia; denominazione, indirizzo e orario da verificare"
SIC-CAT-PUGLIA-780725,Club CAT SS. Rosario,LOCAL_CLUB,Puglia,BA,Altamura,Via Selva (c/o Parrocchia SS. Rosario),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,40.8275,16.5539,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia SS. Rosario.
SIC-FP3Y4CDR-7J3ZW8WX-S,ARCAT Puglia ODV,REGIONAL,Puglia,BA,Bari,"Via Perrone, 19",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,AICAT / ARCAT Directory Ufficiale,Coordina le APCAT e i Club di tutta la Puglia.
SIC-CAT-PUGLIA-678532,Club CAT Buon Pastore,LOCAL_CLUB,Puglia,BA,Bari,Viale Luigi Einaudi (c/o Parrocchia Buon Pastore),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Buon Pastore.
SIC-CAT-PUGLIA-076411,Club CAT Centro Sociale U Verruzz,LOCAL_CLUB,Puglia,BA,Bari,Via Toscana,,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Centro Sociale U Verruzz.
SIC-CAT-PUGLIA-571514,Club CAT Consultorio Ennio,LOCAL_CLUB,Puglia,BA,Bari,"Viale Ennio, 6/B (c/o Consultorio)",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Consultorio.
SIC-CAT-PUGLIA-598956,Club CAT Madonna del Rosario Carbonara,LOCAL_CLUB,Puglia,BA,Bari,"Piazza Umberto I, Carbonara",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Madonna del Rosario.
SIC-CAT-PUGLIA-197805,Club CAT San Francesco,LOCAL_CLUB,Puglia,BA,Bari,"Viale Ennio, 19 (c/o Parrocchia S. Francesco)",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia San Francesco.
SIC-CAT-PUGLIA-644562,Club CAT San Marcello,LOCAL_CLUB,Puglia,BA,Bari,"Via Re David, 202 (c/o Parrocchia S. Marcello)",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia San Marcello.
SIC-CAT-PUGLIA-031859,Club CAT San Pasquale,LOCAL_CLUB,Puglia,BA,Bari,"Via Pisacane, 19 (c/o Parrocchia S. Pasquale)",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia San Pasquale.
SIC-APCAT-AE940233-53FC8887,APCAT Bari e Terre di Bari,PROVINCIAL_APCAT,Puglia,BA,Bari,Via Perrone 19,Lunedì / Giovedì,20:00,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Polo regionale e provinciale per i Club Alcologici pugliesi.
SIC-CAT-PUGLIA-173682,Club CAT Santissimo Crocifisso,LOCAL_CLUB,Puglia,BA,Bitonto,Piazza Cattedrale (c/o Parrocchia S. Crocifisso),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1083,16.6917,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Santissimo Crocifisso.
SIC-CAT-PUGLIA-743794,Club CAT Santa Maria Greca,LOCAL_CLUB,Puglia,BA,Corato,Via San Vito (c/o Parrocchia S. Maria Greca),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1472,16.4139,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Santa Maria Greca.
SIC-CAT-PUGLIA-611699,Club CAT Santa Famiglia,LOCAL_CLUB,Puglia,BA,Ruvo di Puglia,Via Luigi Einaudi (c/o Parrocchia S. Famiglia),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.1167,16.4833,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Santa Famiglia.
SIC-CAT-PUGLIA-792598,Club CAT San Luca,LOCAL_CLUB,Puglia,BA,Valenzano,Via Piave (c/o Parrocchia S. Luca),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.0458,16.8833,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia San Luca.
SIC-CAT-PUGLIA-454512,Club CAT Spirito Santo,LOCAL_CLUB,Puglia,BR,Brindisi,Via Sant'Angelo (c/o Parrocchia S. Spirito),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,40.6384,17.9459,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia Spirito Santo.
SIC-CAT-PUGLIA-760589,Club CAT San Luigi Gonzales,LOCAL_CLUB,Puglia,BR,Ostuni,Via Fogazzaro (c/o Parrocchia S. Luigi),,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,40.7289,17.5786,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia San Luigi.
SIC-CAT-PUGLIA-476740,Club CAT San Giuseppe Artigiano,LOCAL_CLUB,Puglia,BT,Andria,"Via Indipendenza, 4",,,349 7431529,infoarcatpuglia@gmail.com,https://www.arcatpuglia.net,41.2268,16.2974,CITY,ACTIVE_VERIFIED_2026,https://www.arcatpuglia.net,ARCAT Puglia Ufficiale,Parrocchia S. Giuseppe Artigiano.
